,title,link
413,What can I do if an institution is not available in the list of institutions’ field?,https://service.elsevier.com/app/answers/detail/a_id/29353/supporthub/mendeley/p/16075/
414,Where are my folders in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28682/supporthub/mendeley/p/16075/
415,What can I do when my dataset exceeds the 10GB per dataset limit?,https://service.elsevier.com/app/answers/detail/a_id/29374/supporthub/mendeley/p/16075/
416,How do I request a refund?,https://service.elsevier.com/app/answers/detail/a_id/29437/supporthub/mendeley/p/16075/
417,How do I add or remove users from the Mendeley Institutional Edition group?,https://service.elsevier.com/app/answers/detail/a_id/18212/supporthub/mendeley/p/16075/
418,How does the Mendeley Social profile benefit researchers?,https://service.elsevier.com/app/answers/detail/a_id/18101/supporthub/mendeley/p/16075/
419,How do I get more collaborators in a group?,https://service.elsevier.com/app/answers/detail/a_id/18224/supporthub/mendeley/p/16075/
420,What should I do if I’m being asked to confirm my account when trying to sign in?,https://service.elsevier.com/app/answers/detail/a_id/18294/supporthub/mendeley/p/16075/
421,Can I apply for opportunities through Mendeley Funding?,https://service.elsevier.com/app/answers/detail/a_id/18330/supporthub/mendeley/p/16075/
422,What types of funding data can I find on the Mendeley Funding module?,https://service.elsevier.com/app/answers/detail/a_id/18331/supporthub/mendeley/p/16075/
423,What sort of curation is performed on the Mendeley Funding data?,https://service.elsevier.com/app/answers/detail/a_id/18335/supporthub/mendeley/p/16075/
424,Why can't I find a funder in Mendeley Funding?,https://service.elsevier.com/app/answers/detail/a_id/18338/supporthub/mendeley/p/16075/
425,Why can I not see the Advance Search feature anymore?,https://service.elsevier.com/app/answers/detail/a_id/22097/supporthub/mendeley/p/16075/
426,Can I edit a post on Mendeley Feed?,https://service.elsevier.com/app/answers/detail/a_id/28012/supporthub/mendeley/p/16075/
427,How can I follow someone?,https://service.elsevier.com/app/answers/detail/a_id/28016/supporthub/mendeley/p/16075/
428,How can I unfollow someone?,https://service.elsevier.com/app/answers/detail/a_id/28019/supporthub/mendeley/p/16075/
429,How do I know who is following me?,https://service.elsevier.com/app/answers/detail/a_id/28021/supporthub/mendeley/p/16075/
430,How do I unfollow co-authors?,https://service.elsevier.com/app/answers/detail/a_id/28024/supporthub/mendeley/p/16075/
431,What happens when I share a Feed item?,https://service.elsevier.com/app/answers/detail/a_id/28027/supporthub/mendeley/p/16075/
432,Who can see my comments on a Feed item?,https://service.elsevier.com/app/answers/detail/a_id/28028/supporthub/mendeley/p/16075/
433,How can I filter the Feed?,https://service.elsevier.com/app/answers/detail/a_id/28029/supporthub/mendeley/p/16075/
434,How do I favorite a reference in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28670/supporthub/mendeley/p/16075/
435,How do I insert a citation into my document with Mendeley Cite?,https://service.elsevier.com/app/answers/detail/a_id/28672/supporthub/mendeley/p/16075/
436,How do I insert citations into my document using Mendeley?,https://service.elsevier.com/app/answers/detail/a_id/28673/supporthub/mendeley/p/16075/
437,What document types are supported by the Mendeley Reference Manager reader?,https://service.elsevier.com/app/answers/detail/a_id/28678/supporthub/mendeley/p/16075/
438,What is Mendeley Cite?,https://service.elsevier.com/app/answers/detail/a_id/28680/supporthub/mendeley/p/16075/
439,Why is the citation style I want to use not available in Mendeley Cite?,https://service.elsevier.com/app/answers/detail/a_id/28686/supporthub/mendeley/p/16075/
440,Will I have to create a new library to use Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28687/supporthub/mendeley/p/16075/
441,Will the citation plugin available with Mendeley Desktop still work?,https://service.elsevier.com/app/answers/detail/a_id/28689/supporthub/mendeley/p/16075/
442,Can I cancel my import while it's uploading in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28697/supporthub/mendeley/p/16075/
443,Can I edit my sticky notes?,https://service.elsevier.com/app/answers/detail/a_id/28730/supporthub/mendeley/p/16075/
444,How are my Notebook pages ordered?,https://service.elsevier.com/app/answers/detail/a_id/28742/supporthub/mendeley/p/16075/
445,How do I add highlights to a page in Notebook?,https://service.elsevier.com/app/answers/detail/a_id/28745/supporthub/mendeley/p/16075/
446,How do I create a sticky note in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28747/supporthub/mendeley/p/16075/
447,Can I cite?,https://service.elsevier.com/app/answers/detail/a_id/28755/supporthub/mendeley/p/16075/
448,How do I add a highlight in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28827/supporthub/mendeley/p/16075/
449,Why does Mendeley Reference Manager fail to update?,https://service.elsevier.com/app/answers/detail/a_id/29137/supporthub/mendeley/p/16075/
450,Why can’t I access my group settings in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/29254/supporthub/mendeley/p/16075/
451,How can I delete a reference?,https://service.elsevier.com/app/answers/detail/a_id/29476/supporthub/mendeley/p/16075/
452,How are media mentions shown in Mendeley?,https://service.elsevier.com/app/answers/detail/a_id/18099/supporthub/mendeley/p/16075/
453,What should I do if I receive a message saying my account doesn't have a password when I enter my email address?,https://service.elsevier.com/app/answers/detail/a_id/18297/supporthub/mendeley/p/16075/
454,How does the alumni policy in Mendeley Institutional Edition (MIE) work?,https://service.elsevier.com/app/answers/detail/a_id/26124/supporthub/mendeley/p/16075/
455,Can I hide or remove a media mention from my Mendeley profile?,https://service.elsevier.com/app/answers/detail/a_id/18100/supporthub/mendeley/p/16075/
456,Why are some of the data elements in Mendeley Funding missing?,https://service.elsevier.com/app/answers/detail/a_id/18333/supporthub/mendeley/p/16075/
457,What is the relationship between public groups and Feed?,https://service.elsevier.com/app/answers/detail/a_id/28018/supporthub/mendeley/p/16075/
458,How do I know who I am following?,https://service.elsevier.com/app/answers/detail/a_id/28020/supporthub/mendeley/p/16075/
459,What can I do if there’s a bug in the software?,https://service.elsevier.com/app/answers/detail/a_id/28032/supporthub/mendeley/p/16075/
460,How do I organize my references in to collections in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28675/supporthub/mendeley/p/16075/
461,How do I create a new page in Notebook?,https://service.elsevier.com/app/answers/detail/a_id/28746/supporthub/mendeley/p/16075/
462,Can I work on multiple PDFs at the same time?,https://service.elsevier.com/app/answers/detail/a_id/28826/supporthub/mendeley/p/16075/
463,Why can’t I find the reference I saved to a collection (folder)?,https://service.elsevier.com/app/answers/detail/a_id/29062/supporthub/mendeley/p/16075/
464,How do I import local files using Web Importer?,https://service.elsevier.com/app/answers/detail/a_id/29153/supporthub/mendeley/p/16075/
465,Why can I not see my Notebook in my Private Group?,https://service.elsevier.com/app/answers/detail/a_id/29247/supporthub/mendeley/p/16075/
466,Can I add references to a group in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/29249/supporthub/mendeley/p/16075/
467,Why do I get an error saying Web Importer extension is corrupted on Firefox?,https://service.elsevier.com/app/answers/detail/a_id/29294/supporthub/mendeley/p/16075/
468,How do I sign out of Mendeley Cite having used it on a shared computer?,https://service.elsevier.com/app/answers/detail/a_id/29427/supporthub/mendeley/p/16075/
469,How is the usage data of researchers used in Mendeley Institutional Edition?,https://service.elsevier.com/app/answers/detail/a_id/18391/supporthub/mendeley/p/16075/
470,How do group owners and administrators in a Mendeley Institutional Group (MIE) access their institutional analytics on E-PIC?,https://service.elsevier.com/app/answers/detail/a_id/26682/supporthub/mendeley/p/16075/
471,What data sources are used for Mendeley Funding?,https://service.elsevier.com/app/answers/detail/a_id/18332/supporthub/mendeley/p/16075/
472,How can I search for opportunities across different funders in Mendeley Funding?,https://service.elsevier.com/app/answers/detail/a_id/18340/supporthub/mendeley/p/16075/
473,How can I change the data that is published on Mendeley Funding?,https://service.elsevier.com/app/answers/detail/a_id/18344/supporthub/mendeley/p/16075/
474,"The page refreshes whenever I try to sign up, how can I fix this?",https://service.elsevier.com/app/answers/detail/a_id/19576/supporthub/mendeley/p/16075/
475,What can I do if exporting library sets an institution author as a person by default?,https://service.elsevier.com/app/answers/detail/a_id/22115/supporthub/mendeley/p/16075/
476,Who sees my Feed posts and updates?,https://service.elsevier.com/app/answers/detail/a_id/28014/supporthub/mendeley/p/16075/
477,How do I edit the metadata of a reference in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28669/supporthub/mendeley/p/16075/
478,Can I create multiple pages in Notebook?,https://service.elsevier.com/app/answers/detail/a_id/28729/supporthub/mendeley/p/16075/
479,Can I export my Notebook page?,https://service.elsevier.com/app/answers/detail/a_id/28731/supporthub/mendeley/p/16075/
480,Does Mendeley Cite work with Mendeley Desktop or do I need to download the new Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28832/supporthub/mendeley/p/16075/
481,"Why does Mendeley Cite show a blank screen after signing into my account, causing the add-in to not load up?",https://service.elsevier.com/app/answers/detail/a_id/29202/supporthub/mendeley/p/16075/
482,Will my previously shared annotations be available in my Mendeley Reference Manager groups?,https://service.elsevier.com/app/answers/detail/a_id/29244/supporthub/mendeley/p/16075/
483,"Will I be able to access my existing Private, Public and Invite-only groups in Mendeley Reference Manager?",https://service.elsevier.com/app/answers/detail/a_id/29248/supporthub/mendeley/p/16075/
484,Can I add references to my personal library from a group in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/29250/supporthub/mendeley/p/16075/
485,Can I add new members to a group in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/29253/supporthub/mendeley/p/16075/
486,How do I remove a reference from a collection?,https://service.elsevier.com/app/answers/detail/a_id/29532/supporthub/mendeley/p/16075/
487,"Can I import a BibTeX, RIS or EndNote XML file directly to a personal collection via drag and drop?",https://service.elsevier.com/app/answers/detail/a_id/29533/supporthub/mendeley/p/16075/
488,Why has Mendeley Web Importer on Chrome been disabled and is asking me to approve notifications?,https://service.elsevier.com/app/answers/detail/a_id/29753/supporthub/mendeley/p/16075/
489,How do I configure Mendeley Web Importer for enterprise deployment?,https://service.elsevier.com/app/answers/detail/a_id/29757/supporthub/mendeley/p/16075/
490,Why does Mendeley Cite not appear in the 'References' tab in Word?,https://service.elsevier.com/app/answers/detail/a_id/29851/supporthub/mendeley/p/16075/
491,Why does Mendeley Cite not load my reference in my reference library on a document that I have previously worked on?,https://service.elsevier.com/app/answers/detail/a_id/29856/supporthub/mendeley/p/16075/
492,What do I do if the sign-in button does not work?,https://service.elsevier.com/app/answers/detail/a_id/29337/supporthub/mendeley/p/16075/
493,How can I view and post to the Group feed?,https://service.elsevier.com/app/answers/detail/a_id/18229/supporthub/mendeley/p/16075/
494,Who is Mendeley Funding aimed at?,https://service.elsevier.com/app/answers/detail/a_id/15637/supporthub/mendeley/p/16075/
495,What do all the numbers on the Mendeley Stats page mean?,https://service.elsevier.com/app/answers/detail/a_id/18169/supporthub/mendeley/p/16075/
496,What is Mendeley Suggest?,https://service.elsevier.com/app/answers/detail/a_id/18171/supporthub/mendeley/p/16075/
497,How do I remove an incorrect media mention from my stats page?,https://service.elsevier.com/app/answers/detail/a_id/21667/supporthub/mendeley/p/16075/
498,Is there a mobile app for Feed?,https://service.elsevier.com/app/answers/detail/a_id/28031/supporthub/mendeley/p/16075/
499,How do I delete a sticky note in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28666/supporthub/mendeley/p/16075/
500,How can I unsubscribe from marketing emails and/or job alerts?,https://service.elsevier.com/app/answers/detail/a_id/28897/supporthub/mendeley/p/16075/
501,"My Web Importer looks different to others’, what happened?",https://service.elsevier.com/app/answers/detail/a_id/29126/supporthub/mendeley/p/16075/
502,What can I do if my selected collections aren’t remembered by Web Importer?,https://service.elsevier.com/app/answers/detail/a_id/29180/supporthub/mendeley/p/16075/
503,Will I be able to create new annotations in Mendeley Reference Manager groups?,https://service.elsevier.com/app/answers/detail/a_id/29245/supporthub/mendeley/p/16075/
504,How do I restore a reference?,https://service.elsevier.com/app/answers/detail/a_id/29475/supporthub/mendeley/p/16075/
505,Are my general notes available in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/29477/supporthub/mendeley/p/16075/
506,How can I restrict who sees my updates on Feed?,https://service.elsevier.com/app/answers/detail/a_id/28017/supporthub/mendeley/p/16075/
507,How do I stop getting citation updates from someone without unfollowing them?,https://service.elsevier.com/app/answers/detail/a_id/28025/supporthub/mendeley/p/16075/
508,Can I add highlights from more than one PDF to a Notebook page?,https://service.elsevier.com/app/answers/detail/a_id/28696/supporthub/mendeley/p/16075/
509,"How can I find feedback or progress on my job application, or contact the recruiter?",https://service.elsevier.com/app/answers/detail/a_id/28898/supporthub/mendeley/p/16075/
510,Why does Mendeley Cite say 'There are no citations in this document' even though there are?,https://service.elsevier.com/app/answers/detail/a_id/29203/supporthub/mendeley/p/16075/
511,How do I remove the Mendeley code from a document in Mendeley Cite?,https://service.elsevier.com/app/answers/detail/a_id/29847/supporthub/mendeley/p/16075/
512,Why are my citations not recognised when I select them in the document?,https://service.elsevier.com/app/answers/detail/a_id/29850/supporthub/mendeley/p/16075/
513,What are the differences between Stable and BETA and how do I switch?,https://service.elsevier.com/app/answers/detail/a_id/29876/supporthub/mendeley/p/16075/
514,How do I get access to jobseekers CV’s on Mendeley Careers?,https://service.elsevier.com/app/answers/detail/a_id/28900/supporthub/mendeley/p/16075/
515,What does following mean?,https://service.elsevier.com/app/answers/detail/a_id/28015/supporthub/mendeley/p/16075/
516,What is a Mendeley Advisor?,https://service.elsevier.com/app/answers/detail/a_id/29617/supporthub/mendeley/p/16075/
517,Why does Mendeley Web Importer need permission to access data for all web sites?,https://service.elsevier.com/app/answers/detail/a_id/29751/supporthub/mendeley/p/16075/
518,What is the data coverage on Mendeley Funding?,https://service.elsevier.com/app/answers/detail/a_id/18336/supporthub/mendeley/p/16075/
519,What's the scope of the 'awarded grants' data?,https://service.elsevier.com/app/answers/detail/a_id/18342/supporthub/mendeley/p/16075/
520,How can I search for awards across different funders?,https://service.elsevier.com/app/answers/detail/a_id/18343/supporthub/mendeley/p/16075/
521,How do I post a picture to Feed?,https://service.elsevier.com/app/answers/detail/a_id/28013/supporthub/mendeley/p/16075/
522,Can I recommend references to other group members using Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/29252/supporthub/mendeley/p/16075/
523,"I've found interesting opportunities in Mendeley Funding, what do I do next?",https://service.elsevier.com/app/answers/detail/a_id/18341/supporthub/mendeley/p/16075/
524,"What can I do if Web Importer says PDF available but there isn’t (or if there is, it hasn’t been added to my library successfully)?",https://service.elsevier.com/app/answers/detail/a_id/29060/supporthub/mendeley/p/16075/
525,How do I remove a reference from a collection?,https://service.elsevier.com/app/answers/detail/a_id/29715/supporthub/mendeley/p/16075/
526,"Can I import a BibTeX, RIS or EndNote XML file directly to a personal collection via drag and drop?",https://service.elsevier.com/app/answers/detail/a_id/29716/supporthub/mendeley/p/16075/
527,What can I do if my Firefox Mendeley Web Importer extension is installed but I can't see it in my toolbar?,https://service.elsevier.com/app/answers/detail/a_id/29754/supporthub/mendeley/p/16075/
528,What should I do if I am using Mendeley Cite on a shared computer and need to sign out after use?,https://service.elsevier.com/app/answers/detail/a_id/29846/supporthub/mendeley/p/16075/
529,Can I view my existing highlights and notes in Mendeley Reference Manager?,https://service.elsevier.com/app/answers/detail/a_id/28825/supporthub/mendeley/p/16075/
530,How do I manage e-mail notifications I receive from Mendeley?,https://service.elsevier.com/app/answers/detail/a_id/29589/supporthub/mendeley/p/16075/
531,How do I clear my cache and all cookies?,https://service.elsevier.com/app/answers/detail/a_id/5117/supporthub/mendeley/p/16075/
0,"Does anyone know how to reference something as 'In Prep' or 'Submitted' using Mendeley? Currently you can only place a number in that field, which doesn't help when trying to reference your own work...",https://service.elsevier.com/app/social/questions/detail/qid/710/kw/*/supporthub/mendeley/
1,"HiI can't log into mendeley desktop, I receive this message. It is the account with which I have registered on the web. It is an account of my university.I wait an answer",https://service.elsevier.com/app/social/questions/detail/qid/650/kw/*/supporthub/mendeley/
2,"Hello,(I apologize in advance for my poor english)Some of the books that I'm trying to quote in APA (7th edition) doesn't have ""Editors"" but ""Coordinators"" or ""Compiler"". In this cases, I expect the...",https://service.elsevier.com/app/social/questions/detail/qid/641/kw/*/supporthub/mendeley/
3,"My recently submitted article, has been received after reviewers comments. I was incorporating changes in the article, but now that refrence bibliography has only 62 references, while my text has...",https://service.elsevier.com/app/social/questions/detail/qid/640/kw/*/supporthub/mendeley/
4,I have several network disks I previously used for storing PDFs that Mendeley indexed.Once I realized that Mendeley became very slow when trying to access these network disks when I was connected to...,https://service.elsevier.com/app/social/questions/detail/qid/639/kw/*/supporthub/mendeley/
5,"How to fix the Mendeley Word Plugin problem ""ActiveX component can't create object (429) in Mendeley Plugin"" ? thanks so much.",https://service.elsevier.com/app/social/questions/detail/qid/137/kw/*/supporthub/mendeley/
6,"Currently, I cannot install Web importer plugin on Firefox.The link used to be:https://addons.mozilla.org/en-US/firefox/addon/mendeley-web-importer/But now it's not available.Any solution ?",https://service.elsevier.com/app/social/questions/detail/qid/638/kw/*/supporthub/mendeley/
7,Hi. I'm using Mendeley Cite plugin in Word 2016. My paper is in Spanish and I'm using the APA (7th edition style). The problem I have is that the references of chapters from edited books use the word...,https://service.elsevier.com/app/social/questions/detail/qid/637/kw/*/supporthub/mendeley/
8,"For the love of sanity, how do I turn off Mendeley Suggest.I am a post-grad student working on many subjects and Mendeley keeps referring to course work I studied at the beginning of the course.  Is...",https://service.elsevier.com/app/social/questions/detail/qid/535/kw/*/supporthub/mendeley/
9,How to increase the font size of the display in mendeley desktop window?,https://service.elsevier.com/app/social/questions/detail/qid/411/kw/*/supporthub/mendeley/
10,"I have a problem with logging in Mendeley Desktop. I have tried to uninstall and re-install the program on Mac, however the problem is still persist. What should I do to solve this problem?",https://service.elsevier.com/app/social/questions/detail/qid/169/kw/*/supporthub/mendeley/
11,"I would like to use a citation at the beginning of a sentence e.g. Christensen(1997) without losing the citation in my references list. Kindly help, I am using a macbook Air",https://service.elsevier.com/app/social/questions/detail/qid/636/kw/*/supporthub/mendeley/
12,how to get bibilography of given  reference??,https://service.elsevier.com/app/social/questions/detail/qid/635/kw/*/supporthub/mendeley/
13,"Hi,Recently I've installed Mendeley on my new computer, however when I downloaded Mendely Desktop and tried to login, it states that the password is incorrect.I've changed the password, but I still...",https://service.elsevier.com/app/social/questions/detail/qid/291/kw/*/supporthub/mendeley/
14,"Sorry, there was a problem syncing your library: Invalid format: ""2019-10"" is too short (through reference chain: com.mendeley.documents.api.Builder[""accessed""]). Error ID: _wiT0dDYw6Y",https://service.elsevier.com/app/social/questions/detail/qid/634/kw/*/supporthub/mendeley/
15,"I am trying to insert citations in Word using the plug-in on my Mac and I keep getting an error that says ""Citation/Bibliography is wrongly placed in index area, please delete the placed...",https://service.elsevier.com/app/social/questions/detail/qid/548/kw/*/supporthub/mendeley/
16,"When searching for references in the desktop Mendeley client, the column widths become distorted which is annoying and adds time when searching my library.  This appears to be a universal problem...",https://service.elsevier.com/app/social/questions/detail/qid/201/kw/*/supporthub/mendeley/
17,"I have recently upgraded to Windows 10 with microsoft office 365. Now whenever I redownload a document with references from email, even if created with ""Mendeley cite"" it says:Mendeley Cite cannot...",https://service.elsevier.com/app/social/questions/detail/qid/633/kw/*/supporthub/mendeley/
18,"Downloaded the most recent mendely version and could login to the desktop app for the first time using it. If I want to login now, it doesn't work and the error ""Incorrect username or password"" shows...",https://service.elsevier.com/app/social/questions/detail/qid/504/kw/*/supporthub/mendeley/
19,"Please help me with the following error:Sorry, there was a problem syncing your library: Invalid format: ""2020"" is too short (through reference chain: com.mendeley.documents.api.Builder[""accessed""])...",https://service.elsevier.com/app/social/questions/detail/qid/498/kw/*/supporthub/mendeley/
20,"Hello, so I can't sync my library or use Mendeley because of this error.I read 1.19.5 would fix this error - but it has not!!Could you please advise.",https://service.elsevier.com/app/social/questions/detail/qid/441/kw/*/supporthub/mendeley/
21,"Hi, I am trying to install the Mendeley Add-in for word. I am able to install it but then I can’t login and an error message appears:“Sorry Something isn't working. If there's still a problem, please...",https://service.elsevier.com/app/social/questions/detail/qid/499/kw/*/supporthub/mendeley/
22,"what can I do in visual CSL to change the in-text citation at the beginning of the sentence and to cite after the words like e.g according to then Author name (year), as depicted by the Authors name...",https://service.elsevier.com/app/social/questions/detail/qid/495/kw/*/supporthub/mendeley/
23,"I'm looking for a way to add PubMed Central IDs (PMCID) to my references. Will they be added in the near future, or is there a way to add custom catalog IDs?PMCIDs are mandatory for NIH submissions...",https://service.elsevier.com/app/social/questions/detail/qid/632/kw/*/supporthub/mendeley/
24,"Hi,My Mac system has been up to macOS Catalina(10.15.3), then Mendeley shows Sync Error,as"" Error transferring https://api.mendeley.com/oauth/token/-sever replied: Gateway Timeout""Can you help?...",https://service.elsevier.com/app/social/questions/detail/qid/496/kw/*/supporthub/mendeley/
25,"How an I add the Publisher, the Country to the Type Book ?Thank you!",https://service.elsevier.com/app/social/questions/detail/qid/493/kw/*/supporthub/mendeley/
26,"when i click sync in mendeley, the respons like that ""Sorry, there was a problem syncing your library: Invalid format: ""2019"" is too short (through reference chain...",https://service.elsevier.com/app/social/questions/detail/qid/494/kw/*/supporthub/mendeley/
27,Can you please provide users a possibility to download and install the previous version of the software (Mendeley desktop not this new reference manager) while you fix the issues/bugs/loss of...,https://service.elsevier.com/app/social/questions/detail/qid/631/kw/*/supporthub/mendeley/
28,It seems many functionalities have been lost from the previous desktop version. I can no longer search for duplicates. I cannot edit collection names in the application (mac). I cannot update...,https://service.elsevier.com/app/social/questions/detail/qid/576/kw/*/supporthub/mendeley/
29,"I am having issues searching inside pdf's.When I go to a folder inside Mendeley (desktop) containing a collection of articles and search with a phrase from an article, it will not find the paper I...",https://service.elsevier.com/app/social/questions/detail/qid/630/kw/*/supporthub/mendeley/
30,"HiI have used Mendeley to manage my literature review.Now I have conducted my interviews, I would like to use Mendeley to support the referencing of quotes from my interviews.  therefore, I need...",https://service.elsevier.com/app/social/questions/detail/qid/629/kw/*/supporthub/mendeley/
31,"I get this error in Mendely Desktop version 1.19.4  ""Sorry, there was a problem syncing your library: File name [optout_check] has no extension - upload progress: 90 of 90. Error ID...",https://service.elsevier.com/app/social/questions/detail/qid/254/kw/*/supporthub/mendeley/
32,"The Mendeley Cite doesn't work for me now. When I want to cite reference, no reference is loaded, although it showed ""loading Mendeley Cite"". Can anyone help me with that? Thanks a lot.",https://service.elsevier.com/app/social/questions/detail/qid/627/kw/*/supporthub/mendeley/
33,"Hi All,When I try to right click on and edit a citation in my document, the options are greyed out.  Seems like there should be a simple solution, but I'm just not sure why the citations are not...",https://service.elsevier.com/app/social/questions/detail/qid/626/kw/*/supporthub/mendeley/
34,i keep editing the style but it fails to be installed on my mendley desktopit gives me a message failed to install the style. Error: Cannot connect to server,https://service.elsevier.com/app/social/questions/detail/qid/369/kw/*/supporthub/mendeley/
35,Thanks for this very helpful application and available for Linux users like me. The new web importer is very handy. Just one remark: automatic importing from the PDF watched folder does not seem to...,https://service.elsevier.com/app/social/questions/detail/qid/472/kw/*/supporthub/mendeley/
36,"Hi,I understand that the MS Office 365 click-to-run software is not compatable with the Mendeley word plug in.  Are there any plans to allow the plug in to work with this in the future?My university...",https://service.elsevier.com/app/social/questions/detail/qid/477/kw/*/supporthub/mendeley/
37,"Obviously, it is not possible to change the group type . I would like to initate a group first as private group and later on create a public group. Is there any reason against the approach to export...",https://service.elsevier.com/app/social/questions/detail/qid/623/kw/*/supporthub/mendeley/
38,I am using Desktop and it will not import any more files. I seem to be connected to the Internet just fine.IS there a limit or quota on how many pdf files it can import?Any suggestions?,https://service.elsevier.com/app/social/questions/detail/qid/614/kw/*/supporthub/mendeley/
39,"Hi all,I recently upgraded to Ubuntu 20.04 and ran into an issue, the python package was completely removed in the latest Ubuntu version and Python3 is now only supported. I found a workaround, you...",https://service.elsevier.com/app/social/questions/detail/qid/621/kw/*/supporthub/mendeley/
40,"For my research I use data from the Internet (freely available) for which I want to correctly give credits. However, there is no clear way to cite the dataset correctly using Mendeley. I tried de...",https://service.elsevier.com/app/social/questions/detail/qid/209/kw/*/supporthub/mendeley/
41,"Good afternoon, I would like to ask, if it is possible to edit more details to a reference in the Word Mendeley plugin. When I click on the chosen reference, I am able to edit one detail off the...",https://service.elsevier.com/app/social/questions/detail/qid/619/kw/*/supporthub/mendeley/
42,"Hello, I have encountered an issue trying to view my annotated PDFs in Mendeley desktop. When I click on an academic paper in my library, it now downloads the paper without annotations. Previously...",https://service.elsevier.com/app/social/questions/detail/qid/617/kw/*/supporthub/mendeley/
43,"I would like to quote the Bible in a monograph, but I don't know how to correctly insert the data in Mendeley. May someone help me?",https://service.elsevier.com/app/social/questions/detail/qid/616/kw/*/supporthub/mendeley/
44,"Bom dia. Ao tentar inserir a bibliografia no referencial teórico, aparece a seguinte mensagem: Falha na execução do servidor (-2146959355) in Mendeley plugin.Como posso resolver?Obrigadoo",https://service.elsevier.com/app/social/questions/detail/qid/204/kw/*/supporthub/mendeley/
45,"Hello,when I try to install the MS Word Plugin an error appear saying:""Unable to install the Microsoft Word PluginMendeley was not able to find Microsoft Word on this computer.If you do have...",https://service.elsevier.com/app/social/questions/detail/qid/590/kw/*/supporthub/mendeley/
46,I am trying to add a reference to a Microsoft Word document from my Mendeley library but repeatedly get the following error message:File not found: System ( 53) in MendeleyPluginThe text in my...,https://service.elsevier.com/app/social/questions/detail/qid/613/kw/*/supporthub/mendeley/
47,"When I search through command-F or the search bar, the search results column gets truncated.See this question for people who are having the same problem.I have attached a screenshot of the...",https://service.elsevier.com/app/social/questions/detail/qid/530/kw/*/supporthub/mendeley/
48,"Some of our papers we cited in our Word document were duplicates. After merging them in Mendeley desktop, we got a problem when refreshing Mendeley in Word. It says that cited documents are found in...",https://service.elsevier.com/app/social/questions/detail/qid/242/kw/*/supporthub/mendeley/
49,Do you have any plans to restore some of the BibTeX possibilities with citation key etc?Or should I just switch to another reference manager?,https://service.elsevier.com/app/social/questions/detail/qid/612/kw/*/supporthub/mendeley/
50,"HiI have a suggestion for improving the desktop app. It appeared unsuitable in laptops with touch screens, those which can work on win10 in tab mode 1. Bigger buttons on tool panel 2. Undo button on...",https://service.elsevier.com/app/social/questions/detail/qid/611/kw/*/supporthub/mendeley/
51,"I want to install the citation plugin ,but it shows"" startup diectoty does not exist "" .I install microsoft office 2016 this morning , a long time after the installation of mendeley.",https://service.elsevier.com/app/social/questions/detail/qid/610/kw/*/supporthub/mendeley/
52,How do I include both the original date of publication and the date of reprint?,https://service.elsevier.com/app/social/questions/detail/qid/609/kw/*/supporthub/mendeley/
53,"Good evening:I cannot install Mendeley Desktop on my computer. It says in Spanish that there a file error.What can I do?Thank you.  Best regards, Clem",https://service.elsevier.com/app/social/questions/detail/qid/608/kw/*/supporthub/mendeley/
54,Hi - I'm using macOS Catalina and whenever I click on a library the search box disappears (both in Chrome and Safari). Is this Catalina issue? Thanks,https://service.elsevier.com/app/social/questions/detail/qid/607/kw/*/supporthub/mendeley/
55,"Hello, When I try to log in on the desktop app, I get the notification that my username or password is incorrect. The strange thing is that I'm able to log in on the website with my credentials, but...",https://service.elsevier.com/app/social/questions/detail/qid/313/kw/*/supporthub/mendeley/
56,"Hello, when I try to view research cataloge entry for this paper and view the pdf (in the website jornal) I cant get it, I got this messeage ""Log in through your library to get access"" or ""not found...",https://service.elsevier.com/app/social/questions/detail/qid/606/kw/*/supporthub/mendeley/
57,HiI couldn't login to web importer about a month. I checked my cookie settings and did everything. PLz help me,https://service.elsevier.com/app/social/questions/detail/qid/605/kw/*/supporthub/mendeley/
58,I have newly downloaded the Desktop Reference Manager (not used Mendeley on this computer before). The desktop version seems to be functional and has synced to my existing library. I also have the...,https://service.elsevier.com/app/social/questions/detail/qid/573/kw/*/supporthub/mendeley/
