,link,title
248,https://service.elsevier.com/app/answers/detail/a_id/27909/supporthub/publishing/,How do I handle data visualizations as a reviewer?
249,https://service.elsevier.com/app/answers/detail/a_id/13439/supporthub/publishing/,How can I add Notes to a Reviewer's details?
250,https://service.elsevier.com/app/answers/detail/a_id/15227/supporthub/publishing/,Why am I seeing 'Bounce Alert' next to a reviewer’s name?
251,https://service.elsevier.com/app/answers/detail/a_id/29894/supporthub/publishing/,How can I make changes to a completed review in Editorial Manager?
252,https://service.elsevier.com/app/answers/detail/a_id/29503/supporthub/publishing/,Video Guide: Making a decision in Editorial Manager
253,https://service.elsevier.com/app/answers/detail/a_id/25759/supporthub/publishing/,How do I use the new Journal Reviewer List in EVISE?
254,https://service.elsevier.com/app/answers/detail/a_id/5432/supporthub/publishing/,How do I create my own customized decision letters in EVISE?
255,https://service.elsevier.com/app/answers/detail/a_id/26715/supporthub/publishing/,How do I invite an author to submit a response to another submission in EVISE?
256,https://service.elsevier.com/app/answers/detail/a_id/29225/supporthub/publishing/,How can an Editor be blinded from seeing a certain submission?
257,https://service.elsevier.com/app/answers/detail/a_id/5410/supporthub/publishing/,How do I send a manual reminder to a reviewer in EVISE?
258,https://service.elsevier.com/app/answers/detail/a_id/26696/supporthub/publishing/,How does the Invited Editor workflow with two levels of editors work in EVISE?
259,https://service.elsevier.com/app/answers/detail/a_id/26706/supporthub/publishing/,What can I do if I want to stop being invited to review for Elsevier Journals?
260,https://service.elsevier.com/app/answers/detail/a_id/11941/supporthub/publishing/,How do I select Taxonomy topics for my submission?
261,https://service.elsevier.com/app/answers/detail/a_id/24250/supporthub/publishing/,How does an Editor change a Decision in EVISE?
262,https://service.elsevier.com/app/answers/detail/a_id/11990/supporthub/publishing/,Why is there is a gap in submission numbers I am receiving to handle as an Editor in EVISE?
263,https://service.elsevier.com/app/answers/detail/a_id/29893/supporthub/publishing/,How can an Editor act on behalf of other users in Editorial Manager?
264,https://service.elsevier.com/app/answers/detail/a_id/22060/supporthub/publishing/,How can I edit a submission's taxonomy as an Editor in EVISE?
265,https://service.elsevier.com/app/answers/detail/a_id/26705/supporthub/publishing/,How do EVISE automated reminders work?
266,https://service.elsevier.com/app/answers/detail/a_id/14314/supporthub/publishing/,What can I do if I encounter issues submitting my research data with my article?
267,https://service.elsevier.com/app/answers/detail/a_id/11943/supporthub/publishing/,How do Editors send accepted submissions to Production in EVISE?
268,https://service.elsevier.com/app/answers/detail/a_id/29504/supporthub/publishing/,Video Guide: Reviewer Invitation in Editorial Manager
269,https://service.elsevier.com/app/answers/detail/a_id/28529/supporthub/publishing/,How do Editors edit a submission in EES?
270,https://service.elsevier.com/app/answers/detail/a_id/29868/supporthub/publishing/,How do I submit an Early Decision in Editorial Manager?
271,https://service.elsevier.com/app/answers/detail/a_id/29501/supporthub/publishing/,Video Guide: Invite New Reviewers in Editorial Manager
272,https://service.elsevier.com/app/answers/detail/a_id/29892/supporthub/publishing/,What do the Color-coded Editor Signposts mean in Editorial Manager
273,https://service.elsevier.com/app/answers/detail/a_id/29603/supporthub/publishing/,Spanish Video Guide: Manuscript Submission in Editorial Manager
274,https://service.elsevier.com/app/answers/detail/a_id/29866/supporthub/publishing/,How do I draft and send an Author Decision Letter in Editorial Manager?
275,https://service.elsevier.com/app/answers/detail/a_id/29226/supporthub/publishing/,How does the Corresponding Editor function work?
276,https://service.elsevier.com/app/answers/detail/a_id/29604/supporthub/publishing/,Spanish Video Guide: Making a Decision in Editorial Manager
277,https://service.elsevier.com/app/answers/detail/a_id/28965/supporthub/publishing/,How do I redeem my Open Access vouchers from my Elsevier reviews profile?
278,https://service.elsevier.com/app/answers/detail/a_id/27675/supporthub/publishing/,I believe I’ve identified a harmful error in an Elsevier product. How can I let Elsevier know?
279,https://service.elsevier.com/app/answers/detail/a_id/5117/supporthub/publishing/,How do I clear my cache and all cookies?
280,https://www.mendeley.com/guides/mendeley-reference-manager,Mendeley Reference Manager
281,https://www.mendeley.com/guides/mendeley-cite,Mendeley Cite
282,https://www.mendeley.com/guides/desktop,Desktop
283,https://www.mendeley.com/guides/web,Web
284,https://www.mendeley.com/guides/ios,iOS
285,https://www.mendeley.com/guides/android,Android
286,https://www.mendeley.com/guides/using-citation-editor,Citation Plugin
287,https://www.mendeley.com/guides/groups,Groups
288,https://www.mendeley.com/guides/private-groups,Private Groups
289,https://www.mendeley.com/guides/csl-editor,CSL Editor
290,https://www.mendeley.com/guides/download-mendeley-desktop/windows/instructions,Installation Guides
291,https://www.mendeley.com/guides/information-for-publishers,Information for Publishers
292,https://youtube.com/watch?v=Gv6_HuCYExM,Getting Started with Mendeley (5:37)
293,https://youtube.com/watch?v=qRiAIaqdAOg,How to import your documents (2:05)
294,https://youtube.com/watch?v=VD1z0boSpQY,How to organize your documents (3:10)
295,https://youtube.com/watch?v=zkrVbBSrK_w,How to generate citations (2:11)
296,https://youtube.com/watch?v=XKAcQTea7E8,How to find articles quickly (3:24)
297,https://youtube.com/watch?v=BzREf4RJ25w,How to remove duplicates (0:49)
298,https://youtube.com/watch?v=0-p2XHRm-UE,How to merge duplicates (1:05)
299,https://youtube.com/watch?v=47NOI5HQ5m4,How to create and use groups (2:57)
300,https://www.mendeley.com/guides/citation-guides,Citation Guide
301,https://www.mendeley.com/guides/web-importer,web importer
302,https://service.elsevier.com/app/answers/detail/a_id/29758/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,Mendeley Reference Manager: Known issues when working offline
303,https://service.elsevier.com/app/answers/detail/a_id/29165/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,What can I do if I’m having trouble signing in to Mendeley Web Importer?
304,https://service.elsevier.com/app/answers/detail/a_id/19611/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,How do I check for and Merge duplicates in Mendeley Desktop?
305,https://service.elsevier.com/app/answers/detail/a_id/23237/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,What can I do if I'm having issues with the Word Plugin?
306,https://service.elsevier.com/app/answers/detail/a_id/19574/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,How do I enable cookies to allow sign in for Mendeley Web Importer?
307,https://service.elsevier.com/app/answers/detail/a_id/22087/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,How do I fully uninstall the Word Plugin?
308,https://service.elsevier.com/app/answers/detail/a_id/18122/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,How do I install the citation plugin?
309,https://service.elsevier.com/app/answers/detail/a_id/19601/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,"Mendeley can't connect to the internet, what should I do?"
310,https://service.elsevier.com/app/answers/detail/a_id/27743/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,How can I export my library?
311,https://service.elsevier.com/app/answers/detail/a_id/18117/supporthub/mendeley/p/16075//session/L3RpbWUvMTU4NTEzMDkyOS9nZW4vMTU4NTEzMDkyOS9zaWQvZlVLajR2d2lNd3MzMnpCRFFZRWUzRHJNUWs1NnczUFJua2JEaDM2VDN1aVFrNmtNRWxuc1FjWGR2WDJFYzZvSk1vYUUzZm01dXFUX1BwWXpCNmNPdW9jWVhqaG9QODJ0N2U5NWQ4VWc3anhZQWVaWVZBX3dQclpnJTIxJTIx,What browsers and operating systems are supported for Mendeley products?
312,https://service.elsevier.com/app/answers/detail/a_id/28824/supporthub/mendeley/p/16075/,Does Mendeley Cite work with Google Docs?
313,https://service.elsevier.com/app/answers/detail/a_id/28974/supporthub/mendeley/p/16075/,How do I install Mendeley Web Importer?
314,https://service.elsevier.com/app/answers/detail/a_id/27902/supporthub/mendeley/p/16075/,What should I do if I have a query about my privacy?
315,https://service.elsevier.com/app/answers/detail/a_id/18292/supporthub/mendeley/p/16075/,How can I change my email or personal details?
316,https://service.elsevier.com/app/answers/detail/a_id/18124/supporthub/mendeley/p/16075/,How do I remove the Mendeley code from a document?
317,https://service.elsevier.com/app/answers/detail/a_id/25995/supporthub/mendeley/p/16075/,What can I do if Mendeley Desktop crashes?
318,https://service.elsevier.com/app/answers/detail/a_id/28684/supporthub/mendeley/p/16075/,Which versions of MS Word will Mendeley Cite work with?
319,https://service.elsevier.com/app/answers/detail/a_id/18150/supporthub/mendeley/p/16075/,How can I add an institution or organization as an author?
320,https://service.elsevier.com/app/answers/detail/a_id/18116/supporthub/mendeley/p/16075/,How do I install Mendeley Desktop?
321,https://service.elsevier.com/app/answers/detail/a_id/18153/supporthub/mendeley/p/16075/,How do I create or restore a backup of my Mendeley database?
322,https://service.elsevier.com/app/answers/detail/a_id/18123/supporthub/mendeley/p/16075/,How do I use the citation plugin?
323,https://service.elsevier.com/app/answers/detail/a_id/29416/supporthub/mendeley/p/16075/,How do I use the Elsevier PDF reader?
324,https://service.elsevier.com/app/answers/detail/a_id/18154/supporthub/mendeley/p/16075/,How do I change the bibliography’s language?
325,https://service.elsevier.com/app/answers/detail/a_id/18155/supporthub/mendeley/p/16075/,Is Mendeley Desktop supported in Mac OS 10.14 Mojave?
326,https://service.elsevier.com/app/answers/detail/a_id/26107/supporthub/mendeley/p/16075/,What Citation Styles are available in Mendeley?
327,https://service.elsevier.com/app/answers/detail/a_id/28676/supporthub/mendeley/p/16075/,How do I remove a citation from my document with Mendeley Cite?
328,https://service.elsevier.com/app/answers/detail/a_id/22090/supporthub/mendeley/p/16075/,What should I do if my Mendeley Word Plugin has disappeared?
329,https://service.elsevier.com/app/answers/detail/a_id/18290/supporthub/mendeley/p/16075/,How do I delete my Mendeley account?
330,https://service.elsevier.com/app/answers/detail/a_id/23217/supporthub/mendeley/p/16075/,What can I do if I am having Sync issues with Mendeley Desktop?
331,https://service.elsevier.com/app/answers/detail/a_id/28665/supporthub/mendeley/p/16075/,How do I delete a highlight in Mendeley Reference Manager?
332,https://service.elsevier.com/app/answers/detail/a_id/14948/supporthub/mendeley/p/16075/,What are Mendeley Groups?
333,https://service.elsevier.com/app/answers/detail/a_id/21582/supporthub/mendeley/p/16075/,How do I create a Mendeley account and sign in/out?
334,https://service.elsevier.com/app/answers/detail/a_id/24038/supporthub/mendeley/p/16075/,What can I do if the Mendeley Catalogue is displaying wrong metadata?
335,https://service.elsevier.com/app/answers/detail/a_id/28674/supporthub/mendeley/p/16075/,How do I install Mendeley Cite into Word?
336,https://service.elsevier.com/app/answers/detail/a_id/28828/supporthub/mendeley/p/16075/,Can I still use Mendeley Desktop if I install Mendeley Reference Manager?
337,https://service.elsevier.com/app/answers/detail/a_id/18187/supporthub/mendeley/p/16075/,Mendeley Web keyboard shortcuts
338,https://service.elsevier.com/app/answers/detail/a_id/18228/supporthub/mendeley/p/16075/,How can I share notes and annotations with others?
339,https://service.elsevier.com/app/answers/detail/a_id/29208/supporthub/mendeley/p/16075/,How do I join a Mendeley Group?
340,https://service.elsevier.com/app/answers/detail/a_id/28668/supporthub/mendeley/p/16075/,How do I edit or merge a citation from my document with Mendeley Cite?
341,https://service.elsevier.com/app/answers/detail/a_id/19533/supporthub/mendeley/p/16075/,How do I download a full PDF I've seen in Mendeley?
342,https://service.elsevier.com/app/answers/detail/a_id/22175/supporthub/mendeley/p/16075/,How do Mendeley document types and fields map to their Citation Style Language (CSL) equivalents
343,https://service.elsevier.com/app/answers/detail/a_id/29378/supporthub/mendeley/p/16075/,Is Mendeley Web Importer available for Safari?
344,https://service.elsevier.com/app/answers/detail/a_id/19620/supporthub/mendeley/p/16075/,What can I do if the link between Mendeley Desktop and my PDF files has been lost?
345,https://service.elsevier.com/app/answers/detail/a_id/27877/supporthub/mendeley/p/16075/,How do I create or edit Citation Styles?
346,https://service.elsevier.com/app/answers/detail/a_id/19618/supporthub/mendeley/p/16075/,Why aren't my files being uploaded to my Web library or other devices?
347,https://service.elsevier.com/app/answers/detail/a_id/22094/supporthub/mendeley/p/16075/,How can I migrate data from one PC to another?
348,https://service.elsevier.com/app/answers/detail/a_id/18225/supporthub/mendeley/p/16075/,How do I change the Group type?
349,https://service.elsevier.com/app/answers/detail/a_id/29279/supporthub/mendeley/p/16075/,Can I create new Private and Public groups from Mendeley Reference Manager?
350,https://service.elsevier.com/app/answers/detail/a_id/22092/supporthub/mendeley/p/16075/,Why am I seeing an 'Incorrect username or Password' message in Mendeley Desktop?
351,https://service.elsevier.com/app/answers/detail/a_id/18206/supporthub/mendeley/p/16075/,What do I get with a free Mendeley account?
352,https://service.elsevier.com/app/answers/detail/a_id/29572/supporthub/mendeley/p/16075/,What can I do if Mendeley Cite won’t install or load?
353,https://service.elsevier.com/app/answers/detail/a_id/22116/supporthub/mendeley/p/16075/,How can I create a backup of my database?
354,https://service.elsevier.com/app/answers/detail/a_id/28732/supporthub/mendeley/p/16075/,Can I export my references from the Mendeley Reference Manager?
355,https://service.elsevier.com/app/answers/detail/a_id/18119/supporthub/mendeley/p/16075/,How do I correct metadata in Mendeley Desktop?
356,https://service.elsevier.com/app/answers/detail/a_id/22100/supporthub/mendeley/p/16075/,How can I fully remove Mendeley Desktop from my machine?
357,https://service.elsevier.com/app/answers/detail/a_id/19539/supporthub/mendeley/p/16075/,How do I use the Web Importer?
358,https://service.elsevier.com/app/answers/detail/a_id/14949/supporthub/mendeley/p/16075/,Will I lose my Mendeley Institutional Edition (MIE) Premium plan if I change my email address?
359,https://service.elsevier.com/app/answers/detail/a_id/14950/supporthub/mendeley/p/16075/,How do I see my Stats in Mendeley?
360,https://service.elsevier.com/app/answers/detail/a_id/28420/supporthub/mendeley/p/16075/,What can I do if the icons and texts in Mendeley Desktop are too small?
361,https://service.elsevier.com/app/answers/detail/a_id/18118/supporthub/mendeley/p/16075/,How do I add a file(s) to Mendeley Desktop?
362,https://service.elsevier.com/app/answers/detail/a_id/18227/supporthub/mendeley/p/16075/,Why can't I access PDFs in my Group?
363,https://service.elsevier.com/app/answers/detail/a_id/18172/supporthub/mendeley/p/16075/,Can I have more than 100GB shared web space?
364,https://service.elsevier.com/app/answers/detail/a_id/29481/supporthub/mendeley/p/16075/,What shortcuts are available in Mendeley Reference Manager?
365,https://service.elsevier.com/app/answers/detail/a_id/22103/supporthub/mendeley/p/16075/,How do I add an institution as an author
366,https://service.elsevier.com/app/answers/detail/a_id/26708/supporthub/mendeley/p/16075/,What Mendeley Shortcuts can I use?
367,https://service.elsevier.com/app/answers/detail/a_id/27965/supporthub/mendeley/p/16075/,What can I do if I am having sync or crash issues with Mendeley’s app?
368,https://service.elsevier.com/app/answers/detail/a_id/19597/supporthub/mendeley/p/16075/,What should I do if the metadata for one of my PDFs has been extracted incorrectly?
369,https://service.elsevier.com/app/answers/detail/a_id/18207/supporthub/mendeley/p/16075/,How do I upgrade to get more personal storage space?
370,https://service.elsevier.com/app/answers/detail/a_id/29607/supporthub/mendeley/p/16075/,Why is Mendeley Web Importer Firefox extension blocked?
371,https://service.elsevier.com/app/answers/detail/a_id/18127/supporthub/mendeley/p/16075/,Why can't I see my files in Mendeley Web library?
372,https://service.elsevier.com/app/answers/detail/a_id/28679/supporthub/mendeley/p/16075/,What does Mendeley Cite do?
373,https://service.elsevier.com/app/answers/detail/a_id/18125/supporthub/mendeley/p/16075/,How can I prevent Author initials being added to my citations in Word?
374,https://service.elsevier.com/app/answers/detail/a_id/25527/supporthub/mendeley/p/16075/,How do I activate my Mendeley profile?
375,https://service.elsevier.com/app/answers/detail/a_id/14311/supporthub/mendeley/p/16075/,How can I submit my research dataset along with an Elsevier article?
376,https://service.elsevier.com/app/answers/detail/a_id/28671/supporthub/mendeley/p/16075/,How do I insert a bibliography in my document with Mendeley Cite?
377,https://service.elsevier.com/app/answers/detail/a_id/28681/supporthub/mendeley/p/16075/,What is Notebook?
378,https://service.elsevier.com/app/answers/detail/a_id/26125/supporthub/mendeley/p/16075/,How do Mendeley Institutional Edition (MIE) users know when their institutional benefits are due to expire?
379,https://service.elsevier.com/app/answers/detail/a_id/28833/supporthub/mendeley/p/16075/,What is Mendeley Cite?
380,https://service.elsevier.com/app/answers/detail/a_id/18291/supporthub/mendeley/p/16075/,How do I reset my Mendeley password?
381,https://service.elsevier.com/app/answers/detail/a_id/28706/supporthub/mendeley/p/16075/,How can I add new references to my Library in Mendeley Reference Manager?
382,https://service.elsevier.com/app/answers/detail/a_id/19595/supporthub/mendeley/p/16075/,How do I generate a verbose log from Mendeley Desktop?
383,https://service.elsevier.com/app/answers/detail/a_id/26126/supporthub/mendeley/p/16075/,Mendeley Release Notes
384,https://service.elsevier.com/app/answers/detail/a_id/16289/supporthub/mendeley/p/16075/,Can I upload my own publications to Mendeley?
385,https://service.elsevier.com/app/answers/detail/a_id/14313/supporthub/mendeley/p/16075/,What are the benefits of submitting research data with an article?
386,https://service.elsevier.com/app/answers/detail/a_id/29365/supporthub/mendeley/p/16075/,Does Mendeley Desktop support OSX Catalina?
387,https://service.elsevier.com/app/answers/detail/a_id/28226/supporthub/mendeley/p/16075/,What can I do if Mendeley Importer fails to open?
388,https://service.elsevier.com/app/answers/detail/a_id/18219/supporthub/mendeley/p/16075/,Is shared web storage per group or per account?
389,https://service.elsevier.com/app/answers/detail/a_id/18217/supporthub/mendeley/p/16075/,How can I change the group owner?
390,https://service.elsevier.com/app/answers/detail/a_id/28677/supporthub/mendeley/p/16075/,Is Mendeley Cite available for LibreOffice?
391,https://service.elsevier.com/app/answers/detail/a_id/28708/supporthub/mendeley/p/16075/,How do I change the citation style used by Mendeley Cite?
392,https://service.elsevier.com/app/answers/detail/a_id/29201/supporthub/mendeley/p/16075/,Why can’t I sign in to Mendeley Reference Manager after receiving the notification 'We found multiple accounts using the email address'?
393,https://service.elsevier.com/app/answers/detail/a_id/29849/supporthub/mendeley/p/16075/,Why are my citations not in the correct order and why do they break when I insert a new citation?
394,https://service.elsevier.com/app/answers/detail/a_id/29606/supporthub/mendeley/p/16075/,Why is Web Importer failing to retrieve the PDF full text I want?
395,https://service.elsevier.com/app/answers/detail/a_id/28743/supporthub/mendeley/p/16075/,How do I access Notebook?
396,https://service.elsevier.com/app/answers/detail/a_id/29237/supporthub/mendeley/p/16075/,Why does Mendeley Cite not load when I open it and just show a blank page in the add-in window?
397,https://service.elsevier.com/app/answers/detail/a_id/28899/supporthub/mendeley/p/16075/,When will my job ad go live?
398,https://service.elsevier.com/app/answers/detail/a_id/28688/supporthub/mendeley/p/16075/,Will my Watched Folder work with Mendeley Reference Manager?
399,https://service.elsevier.com/app/answers/detail/a_id/29390/supporthub/mendeley/p/16075/,Why does Mendeley Cite no longer recognise previous citations that I have made and my bibliography only show new citations?
400,https://service.elsevier.com/app/answers/detail/a_id/16269/supporthub/mendeley/p/16075/,What is the co-author list?
401,https://service.elsevier.com/app/answers/detail/a_id/26031/supporthub/mendeley/p/16075/,What can I do if I received another author's Stats (CiteAlert) email?
402,https://service.elsevier.com/app/answers/detail/a_id/18210/supporthub/mendeley/p/16075/,How do I cancel a recurring payment for personal storage?
403,https://service.elsevier.com/app/answers/detail/a_id/28735/supporthub/mendeley/p/16075/,Can I use documents containing citations made with the citation plugin available with Mendeley Desktop with Mendeley Cite?
404,https://service.elsevier.com/app/answers/detail/a_id/28838/supporthub/mendeley/p/16075/,Can I export annotations made on PDFs in Mendeley Desktop?
405,https://service.elsevier.com/app/answers/detail/a_id/28030/supporthub/mendeley/p/16075/,How do I get the full text of articles I see on the Feed?
406,https://service.elsevier.com/app/answers/detail/a_id/28831/supporthub/mendeley/p/16075/,Do I need to create a new account to use Mendeley Reference Manager?
407,https://service.elsevier.com/app/answers/detail/a_id/29251/supporthub/mendeley/p/16075/,How can I search for references in a group using Mendeley Reference Manager?
408,https://service.elsevier.com/app/answers/detail/a_id/29278/supporthub/mendeley/p/16075/,How do I search for references in Mendeley Reference Manager?
409,https://service.elsevier.com/app/answers/detail/a_id/28011/supporthub/mendeley/p/16075/,What is Mendeley Feed?
410,https://service.elsevier.com/app/answers/detail/a_id/28023/supporthub/mendeley/p/16075/,How do I get citation updates?
411,https://service.elsevier.com/app/answers/detail/a_id/28026/supporthub/mendeley/p/16075/,What happens when I like a Feed item?
412,https://service.elsevier.com/app/answers/detail/a_id/28829/supporthub/mendeley/p/16075/,Can I still use the web importer with Mendeley Reference Manager?
413,https://service.elsevier.com/app/answers/detail/a_id/29353/supporthub/mendeley/p/16075/,What can I do if an institution is not available in the list of institutions’ field?
414,https://service.elsevier.com/app/answers/detail/a_id/28682/supporthub/mendeley/p/16075/,Where are my folders in Mendeley Reference Manager?
415,https://service.elsevier.com/app/answers/detail/a_id/29374/supporthub/mendeley/p/16075/,What can I do when my dataset exceeds the 10GB per dataset limit?
416,https://service.elsevier.com/app/answers/detail/a_id/29437/supporthub/mendeley/p/16075/,How do I request a refund?
417,https://service.elsevier.com/app/answers/detail/a_id/18212/supporthub/mendeley/p/16075/,How do I add or remove users from the Mendeley Institutional Edition group?
418,https://service.elsevier.com/app/answers/detail/a_id/18101/supporthub/mendeley/p/16075/,How does the Mendeley Social profile benefit researchers?
419,https://service.elsevier.com/app/answers/detail/a_id/18224/supporthub/mendeley/p/16075/,How do I get more collaborators in a group?
420,https://service.elsevier.com/app/answers/detail/a_id/18294/supporthub/mendeley/p/16075/,What should I do if I’m being asked to confirm my account when trying to sign in?
421,https://service.elsevier.com/app/answers/detail/a_id/18330/supporthub/mendeley/p/16075/,Can I apply for opportunities through Mendeley Funding?
422,https://service.elsevier.com/app/answers/detail/a_id/18331/supporthub/mendeley/p/16075/,What types of funding data can I find on the Mendeley Funding module?
423,https://service.elsevier.com/app/answers/detail/a_id/18335/supporthub/mendeley/p/16075/,What sort of curation is performed on the Mendeley Funding data?
424,https://service.elsevier.com/app/answers/detail/a_id/18338/supporthub/mendeley/p/16075/,Why can't I find a funder in Mendeley Funding?
425,https://service.elsevier.com/app/answers/detail/a_id/22097/supporthub/mendeley/p/16075/,Why can I not see the Advance Search feature anymore?
426,https://service.elsevier.com/app/answers/detail/a_id/28012/supporthub/mendeley/p/16075/,Can I edit a post on Mendeley Feed?
427,https://service.elsevier.com/app/answers/detail/a_id/28016/supporthub/mendeley/p/16075/,How can I follow someone?
428,https://service.elsevier.com/app/answers/detail/a_id/28019/supporthub/mendeley/p/16075/,How can I unfollow someone?
429,https://service.elsevier.com/app/answers/detail/a_id/28021/supporthub/mendeley/p/16075/,How do I know who is following me?
430,https://service.elsevier.com/app/answers/detail/a_id/28024/supporthub/mendeley/p/16075/,How do I unfollow co-authors?
431,https://service.elsevier.com/app/answers/detail/a_id/28027/supporthub/mendeley/p/16075/,What happens when I share a Feed item?
432,https://service.elsevier.com/app/answers/detail/a_id/28028/supporthub/mendeley/p/16075/,Who can see my comments on a Feed item?
433,https://service.elsevier.com/app/answers/detail/a_id/28029/supporthub/mendeley/p/16075/,How can I filter the Feed?
434,https://service.elsevier.com/app/answers/detail/a_id/28670/supporthub/mendeley/p/16075/,How do I favorite a reference in Mendeley Reference Manager?
435,https://service.elsevier.com/app/answers/detail/a_id/28672/supporthub/mendeley/p/16075/,How do I insert a citation into my document with Mendeley Cite?
436,https://service.elsevier.com/app/answers/detail/a_id/28673/supporthub/mendeley/p/16075/,How do I insert citations into my document using Mendeley?
437,https://service.elsevier.com/app/answers/detail/a_id/28678/supporthub/mendeley/p/16075/,What document types are supported by the Mendeley Reference Manager reader?
438,https://service.elsevier.com/app/answers/detail/a_id/28680/supporthub/mendeley/p/16075/,What is Mendeley Cite?
439,https://service.elsevier.com/app/answers/detail/a_id/28686/supporthub/mendeley/p/16075/,Why is the citation style I want to use not available in Mendeley Cite?
440,https://service.elsevier.com/app/answers/detail/a_id/28687/supporthub/mendeley/p/16075/,Will I have to create a new library to use Mendeley Reference Manager?
441,https://service.elsevier.com/app/answers/detail/a_id/28689/supporthub/mendeley/p/16075/,Will the citation plugin available with Mendeley Desktop still work?
442,https://service.elsevier.com/app/answers/detail/a_id/28697/supporthub/mendeley/p/16075/,Can I cancel my import while it's uploading in Mendeley Reference Manager?
443,https://service.elsevier.com/app/answers/detail/a_id/28730/supporthub/mendeley/p/16075/,Can I edit my sticky notes?
444,https://service.elsevier.com/app/answers/detail/a_id/28742/supporthub/mendeley/p/16075/,How are my Notebook pages ordered?
445,https://service.elsevier.com/app/answers/detail/a_id/28745/supporthub/mendeley/p/16075/,How do I add highlights to a page in Notebook?
